기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,상권업종소분류명,분기당_매출_금액,분기당_매출_건수,주중_매출_비율,주말_매출_비율,월요일_매출_비율,화요일_매출_비율,수요일_매출_비율,목요일_매출_비율,금요일_매출_비율,토요일_매출_비율,일요일_매출_비율,시간대_00~06_매출_비율,시간대_06~11_매출_비율,시간대_11~14_매출_비율,시간대_14~17_매출_비율,시간대_17~21_매출_비율,시간대_21~24_매출_비율,남성_매출_비율,여성_매출_비율,연령대_10_매출_비율,연령대_20_매출_비율,연령대_30_매출_비율,연령대_40_매출_비율,연령대_50_매출_비율,연령대_60_이상_매출_비율,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,점포수,자치구,행정동
2022,4,R,전통시장,2130301,양재시장,CS200037,노래방,52965252,1171,61,39,3,18,10,10,21,20,19,25,0,0,0,16,58,73,27,0,26,35,21,16,2,32284798,20680454,1339230,9580169,5008099,5319548,11037752,10726302,9954152,13342716,0,0,199327,8614678,30808531,35788762,13264691,0,12936432,16901202,10408145,7684706,1122968,692,479,31,149,131,88,293,242,237,367,0,0,6,211,587,777,363,0,371,435,146,151,37,3,서초구,양재1동
2022,4,R,전통시장,2130301,양재시장,CS100009,호프-간이주점,130575820,2569,88,12,13,17,17,24,17,12,1,9,0,0,3,26,61,64,36,0,23,29,28,12,7,114570580,16005240,17075267,22419758,21756284,31773322,21545949,15375646,629594,12120390,0,0,4014721,34249349,80191360,71508327,39668657,352911,25780886,32544081,31095733,13472747,7930627,2190,379,356,401,413,536,484,356,23,237,0,0,57,740,1535,1406,870,12,496,700,599,305,164,4,서초구,양재1동
2022,4,R,전통시장,2130301,양재시장,CS100001,한식음식점,1346110267,35080,87,13,15,19,18,17,18,10,3,0,0,31,5,49,15,72,28,0,9,21,22,21,27,1167839772,178270495,199881857,254949261,237443589,230366284,245198781,133249455,45021040,3351062,3768878,418805076,60988465,654821266,204375520,625589437,245846823,792999,74601618,185826159,189384424,186670319,234160742,30671,4409,5355,6590,6404,6114,6208,3155,1254,35,111,17608,2532,11945,2849,16091,9022,35,2302,5175,5508,5764,6327,16,서초구,양재1동
2022,3,R,전통시장,2130301,양재시장,CS200037,노래방,44163461,1059,66,34,16,12,7,19,12,21,13,36,1,0,0,15,48,83,18,0,14,36,27,24,1,29114248,15049213,6951541,5369380,3145635,8153733,5493959,9225119,5824094,15946185,311449,0,0,6745985,21159842,34011380,7230691,0,5673549,14623695,10920246,9727718,296863,723,336,150,155,112,156,150,186,150,349,6,0,0,156,548,771,252,0,183,469,284,74,12,3,서초구,양재1동
2022,3,R,전통시장,2130301,양재시장,CS100009,호프-간이주점,126229363,2671,87,13,11,18,18,20,20,11,2,8,0,0,2,28,62,66,34,1,24,31,26,13,7,109252912,16976451,13193241,22995709,22682324,25324925,25056713,14113634,2862817,9531433,0,0,2780942,35322200,78594788,68145786,35203621,683236,24636041,31756383,26324370,12970201,6979177,2281,390,311,502,419,491,558,334,56,187,0,0,57,773,1654,1501,801,12,559,678,593,305,157,5,서초구,양재1동
2022,3,R,전통시장,2130301,양재시장,CS100001,한식음식점,1268001545,35404,88,12,15,17,19,18,19,9,3,0,0,33,5,49,13,72,28,0,10,20,22,22,26,1110469259,157532286,190919260,214476454,236838181,227573731,240661633,118198671,39333615,2754180,1151128,419824038,56626968,623999176,163646055,593084142,233286738,835634,79871226,166077067,178947529,184210317,216429108,31099,4305,5747,5926,6660,6583,6183,2924,1381,35,86,18894,2337,11613,2439,16823,8578,44,2371,5124,5772,5799,6293,16,서초구,양재1동
2022,2,R,전통시장,2130301,양재시장,CS200037,노래방,58926142,1153,75,25,6,11,14,31,14,19,6,29,0,0,0,17,54,73,27,0,14,36,39,8,4,44076255,14849887,3276443,6322413,8184879,18045352,8247168,11349200,3500687,17347707,0,0,0,9735894,31842541,40936851,15173793,149495,7580668,20244181,21707991,4235707,2192601,842,311,81,143,180,218,220,199,112,206,0,0,0,261,686,835,299,6,274,456,249,94,56,3,서초구,양재1동
2022,2,R,전통시장,2130301,양재시장,CS100009,호프-간이주점,186788401,3716,84,16,14,13,22,15,21,12,4,8,0,0,1,32,59,68,32,0,19,31,28,14,8,156935481,29852920,25807707,23791878,40158497,28741108,38436291,21690784,8162136,14966268,0,0,1290244,60593483,109938406,105523344,48723801,412201,28483623,48436389,42583705,21688526,12642699,3129,587,553,491,730,559,796,463,124,327,0,0,51,1174,2164,2152,1084,12,581,989,914,480,259,7,서초구,양재1동
2022,2,R,전통시장,2130301,양재시장,CS100001,한식음식점,1309740507,36614,87,13,16,18,18,16,18,9,4,0,0,32,5,46,16,69,31,0,8,21,22,21,27,1138601887,171138620,214779158,234275770,235158386,215256664,239131909,122876514,48262106,1347246,2703019,424979300,66125906,599903937,214681099,614723558,281399623,596881,73024146,186465589,199729227,191743809,244563528,31992,4622,6361,6813,6745,6028,6045,3172,1450,18,145,18563,2439,12295,3154,17770,9627,51,2157,5772,6019,6208,7188,16,서초구,양재1동
2022,1,R,전통시장,2130301,양재시장,CS200037,노래방,14357797,455,58,42,14,10,6,9,19,18,24,0,0,0,0,72,28,83,18,0,19,40,22,12,7,8321916,6035881,2061792,1413979,878286,1308086,2659773,2591255,3444626,0,0,0,0,10302731,4055066,11840207,2517590,0,2765217,5779244,3124436,1728530,960370,260,195,55,49,24,56,76,94,101,0,0,0,0,311,144,379,76,0,117,206,70,44,18,3,서초구,양재1동
2022,1,R,전통시장,2130301,양재시장,CS100009,호프-간이주점,113670797,2269,83,17,18,10,17,20,19,12,5,0,0,0,1,62,37,78,22,1,19,24,29,16,11,94094094,19576703,20000198,11157647,19293809,22270123,21372317,13630850,5945853,0,0,0,1485052,70469355,41716390,68730208,19327690,1084144,17023884,21434429,25409623,13777662,9328155,1912,357,398,276,379,407,452,215,142,0,0,0,39,1389,841,1412,458,34,310,457,560,333,175,7,서초구,양재1동
2022,1,R,전통시장,2130301,양재시장,CS100001,한식음식점,1017690818,31293,86,15,18,16,17,18,17,11,4,0,0,36,6,49,9,70,30,0,8,18,21,22,31,870478606,147212212,179359377,163109714,172737323,184056830,171215362,106372750,40839462,0,4468082,367226017,63574664,495780492,86641563,458200854,198923437,966095,51272092,120219455,139410122,141729432,203527097,27123,4170,5645,5354,5491,5577,5056,2754,1416,0,128,16685,2405,10608,1467,14376,7513,35,1662,4153,4767,5278,5994,16,서초구,양재1동
2022,4,R,전통시장,2130299,엔터식스 강남점,CS300035,인테리어,510000000,8721,89,11,22,16,16,18,17,11,0,0,9,44,35,13,0,36,64,0,13,35,29,12,11,452719630,57280370,109953395,83021166,83468514,90582078,85694477,57280370,0,0,45777323,222889762,177265770,64067145,0,103183210,181943467,0,37271830,99708943,82999412,33188164,31958326,7239,1482,1287,1405,1684,1441,1422,1482,0,0,1141,3652,2844,1084,0,1767,3903,0,725,2237,1581,563,567,5,서초구,반포4동
2022,4,R,전통시장,2130299,엔터식스 강남점,CS300028,화초,8844292646,199874,76,24,14,21,14,12,15,20,5,1,32,25,26,14,2,33,67,1,15,34,17,25,9,6688761930,2155530716,1269914713,1843363838,1268571316,1028266769,1278645294,1758234030,397296686,126505478,2830417206,2176091775,2301499100,1226799166,182979921,1919113166,3936749506,33380552,876882562,1971507144,983554543,1445729259,544808613,137608,62266,20846,25478,27795,26840,36649,43192,19074,4224,46869,47140,43191,48095,10355,58723,115946,2316,45234,58041,30656,23571,14850,26,서초구,반포4동
2022,4,R,전통시장,2130299,엔터식스 강남점,CS300027,섬유제품,1743462094,8704,91,9,14,15,42,12,10,8,1,0,6,31,46,17,0,33,67,0,0,6,22,30,43,1590087062,153375032,234524985,255174630,728535089,206622736,165229622,140245881,13129151,0,106032790,534967154,799459058,303003092,0,464818546,963045321,0,1363071,81462101,309479157,420542920,615016618,6785,1919,1121,1357,1563,1151,1593,1565,354,0,649,3039,3806,1210,0,1860,5458,0,60,621,1388,1741,3511,98,서초구,반포4동
2022,4,R,전통시장,2130299,엔터식스 강남점,CS300022,화장품,478175600,15103,72,28,11,14,18,17,13,19,9,0,10,35,33,23,0,32,68,1,14,21,36,16,11,343441995,134733605,50535695,66266378,84589578,79482691,62567653,91077046,43656559,0,46219212,166227618,156745523,108908197,75050,115461958,240380524,4135111,49417415,75752726,129292462,57564304,39680462,9883,5220,1845,1721,1939,1955,2423,2922,2298,0,844,3972,5269,5002,16,2924,11242,282,3596,3049,3158,2455,1626,5,서초구,반포4동
2022,4,R,전통시장,2130299,엔터식스 강남점,CS300018,의약품,1308000000,30709,96,4,17,22,21,19,17,3,1,0,31,30,32,8,0,47,54,0,3,15,22,21,39,1260821318,47178682,222408541,292888275,271820630,250047400,223656472,39335499,7843183,0,406755067,385656107,417567796,97872317,148713,608128147,699871853,1043947,41679671,201461115,281629046,272801053,509385168,27738,2971,5248,6224,5601,5569,5096,2050,921,0,7043,9130,10416,4107,13,14004,16705,77,2749,4524,5965,6871,10523,5,서초구,반포4동
2022,4,R,전통시장,2130299,엔터식스 강남점,CS300017,시계및귀금속,2781460,6,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,100,2781460,0,0,0,0,0,2781460,0,0,0,0,0,2781460,0,0,0,2781460,0,0,0,0,0,2781460,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,6,4,서초구,반포4동
2022,4,R,전통시장,2130299,엔터식스 강남점,CS300015,가방,133459055,2380,76,24,22,13,11,5,25,10,15,0,1,23,57,20,0,18,82,0,1,7,3,31,58,100948754,32510301,28746593,16702726,14505534,7222251,33771650,13040740,19469561,0,1220662,30252076,75721737,26264580,0,23001078,101811621,0,976530,8948001,3776104,38750687,72361377,1769,611,346,346,408,244,425,264,347,0,20,712,1119,529,0,700,1477,0,41,278,154,677,1027,7,서초구,반포4동
2022,4,R,전통시장,2130299,엔터식스 강남점,CS300011,일반의류,975955663,31937,70,30,15,13,12,17,13,17,14,0,2,31,32,33,2,27,73,1,13,20,22,20,25,679403076,296552587,141583602,129293599,116552268,164702657,127270950,161544870,135007717,0,17634387,305596582,315532821,319509777,17682096,260810529,715145134,4538934,126154013,192616027,211041075,197797841,243807773,20350,11587,3975,3844,3937,4240,4354,6153,5434,0,417,9503,9787,12116,114,8398,23539,278,6420,7987,5060,6226,5966,63,서초구,반포4동
2022,4,R,전통시장,2130299,엔터식스 강남점,CS300002,편의점,1385322977,413632,65,35,12,12,12,13,17,21,14,2,23,18,20,25,11,55,45,2,30,25,21,15,7,900974812,484348165,169699559,160103532,159922161,174601846,236647714,287655847,196692318,28784643,323674688,250046711,274553583,350865387,157397965,761347571,623975406,23781540,416711251,351995580,288637623,207630260,96566723,262598,151034,49480,46145,45362,49510,72101,88800,62234,5205,99487,77327,85621,104134,41858,217016,196616,8191,136835,103719,76654,60892,27341,11,서초구,반포4동
2022,4,R,전통시장,2130299,엔터식스 강남점,CS300001,슈퍼마켓,3532024397,243025,73,27,15,14,14,14,16,19,8,0,7,22,29,38,5,36,64,0,10,13,22,27,28,2580887921,951136476,525589323,497108039,487367846,504829280,565993433,665631024,285505452,664774,227817791,782003697,1026338726,1324367938,170831471,1227275759,2167979033,10984988,337970326,423075151,750887654,911143089,961193582,180914,62111,36726,35475,34087,35162,39464,42005,20106,88,14879,52064,69864,93764,12366,88181,150364,1374,31176,33236,50555,58796,63408,18,서초구,반포4동
2022,4,R,전통시장,2130299,엔터식스 강남점,CS200028,미용실,622933209,6666,60,40,8,10,11,10,20,25,15,0,2,29,34,35,0,36,64,1,11,24,28,21,15,372879489,250053720,51949140,61190417,68757550,63802584,127179798,158436010,91617710,0,12065127,179859291,210670320,218933945,1404526,226584285,396348924,3152478,70487822,151824272,174845225,129473375,93150037,4180,2486,793,713,778,688,1208,1473,1013,0,305,1951,2192,2213,5,2845,3821,55,1047,1940,1577,1227,820,4,서초구,반포4동
2022,4,R,전통시장,2130299,엔터식스 강남점,CS100010,커피-음료,2696183975,294109,65,35,12,12,12,13,16,19,16,0,10,33,28,27,2,33,67,1,25,30,20,15,9,1754698481,941485494,321553182,324457163,332127888,353549557,423010691,518009738,423475756,248590,259913174,881489452,751820735,740026333,62685691,799098610,1610993295,20598766,613029364,729211364,469915799,359890028,217446585,187282,106827,35600,33310,34916,36902,46554,59506,47321,30,38002,86233,82350,79745,7749,96701,177866,3325,75845,78710,52198,41286,23206,22,서초구,반포4동
2022,4,R,전통시장,2130299,엔터식스 강남점,CS100008,분식전문점,3986382852,327623,66,34,13,12,12,13,16,19,15,1,11,32,16,33,7,44,56,1,24,26,21,18,10,2623699125,1362683727,507822610,481259289,481836497,520448868,632331861,762721886,599961841,19694637,454551914,1289140668,633321798,1319631585,270042250,1620631291,2041486746,42668933,862512817,967839141,776170747,652634943,360291455,218627,108996,42990,39047,39198,41718,55674,62819,46177,3163,59227,89499,55150,92441,28143,147256,166180,4729,75671,71411,64297,61881,35448,20,서초구,반포4동
2022,4,R,전통시장,2130299,엔터식스 강남점,CS100006,패스트푸드점,1817009292,184865,67,33,13,12,12,13,17,20,14,0,13,30,22,28,7,46,54,2,28,25,19,17,10,1210551190,606458102,232228206,214279621,219982186,233710215,310350962,358323050,248135052,541136,227588015,545430661,400286010,512550133,130613337,778124554,907960208,26975553,472128762,417403017,324445730,277440390,167691309,123419,61446,23940,21787,22303,23783,31606,35670,25776,97,28203,48587,40481,51082,16415,83826,92314,3337,52440,43242,33513,28025,15581,10,서초구,반포4동
2022,4,R,전통시장,2130299,엔터식스 강남점,CS100005,제과점,964168586,116382,66,34,12,12,13,13,17,20,14,1,23,22,20,28,6,35,65,1,23,23,19,19,15,635044623,329123963,116687858,113463604,120039241,123633544,161220376,190011395,139112568,5901940,222399904,212319461,191949017,272289603,59308661,310110992,572593851,9179397,203911378,199802202,168931622,171469795,129410450,77830,38552,14794,14090,14596,14726,19624,22119,16433,875,30022,23893,22471,31647,7474,38611,71214,1575,28158,26059,20079,19889,14063,6,서초구,반포4동
2022,4,R,전통시장,2130299,엔터식스 강남점,CS100004,양식음식점,2898751724,41257,63,37,12,12,11,13,15,20,17,0,2,28,20,40,11,50,50,1,26,33,19,14,7,1838031571,1060720153,360645388,342712246,321860696,364977158,447836083,574143721,486576432,0,42443495,800228339,577502413,1147130733,331446744,1249670214,1249843964,18672032,650899843,812739638,485224077,359970353,172008236,26549,14708,5058,5053,5032,5094,6312,8001,6707,0,1352,13958,8629,15252,2066,16396,21328,445,9429,11550,7556,5727,3018,13,서초구,반포4동
2022,4,R,전통시장,2130299,엔터식스 강남점,CS100003,일식음식점,955431535,42060,64,37,12,12,12,13,16,20,16,0,1,41,20,39,0,42,58,2,28,25,18,18,9,606668250,348763285,114954557,111254871,113574565,119256786,147627471,192951859,155811426,0,4699892,390107493,189017037,371607113,0,363460153,502117376,19487637,240775768,218557051,158596836,151702433,76457802,27821,14239,5270,5104,5033,5324,7090,7858,6381,0,282,16581,8829,16368,0,15995,23349,1096,11545,9268,7123,6865,3449,8,서초구,반포4동
2022,4,R,전통시장,2130299,엔터식스 강남점,CS100002,중식음식점,2039768096,54121,66,35,12,12,14,13,15,19,15,0,0,32,20,38,9,42,58,1,20,29,22,16,12,1335319681,704448415,239883395,239088262,290361367,254006091,311980566,394040701,310407714,0,3260614,650540115,411000666,784269780,190696921,722529838,986760552,23517439,341220154,499722656,366967597,272132211,205730334,36267,17854,6632,6731,7192,7068,8644,9324,8530,0,208,21326,9443,21656,1488,20301,29713,1706,12715,12341,10412,8043,4797,9,서초구,반포4동
2022,4,R,전통시장,2130299,엔터식스 강남점,CS100001,한식음식점,9627768934,357193,69,32,13,13,13,14,16,17,14,0,2,39,17,36,6,46,54,1,15,21,22,22,19,6595854150,3031914784,1214422583,1224305150,1279688328,1369649585,1507788504,1644559556,1387355228,26389614,207407717,3741290798,1672766118,3440191164,539723523,3745011708,4456296500,56075240,1241290170,1744042702,1785119114,1794726096,1580054888,248798,108395,47950,46116,47826,49271,57635,59943,48452,1132,13491,146987,70745,112076,12762,147382,177491,3085,54856,67133,67299,71948,60553,43,서초구,반포4동
2022,3,R,전통시장,2130299,엔터식스 강남점,CS300035,인테리어,409456887,6662,78,22,9,20,18,21,10,22,0,0,7,31,47,16,0,26,74,0,18,27,50,2,4,320720822,88736065,37843324,82336488,71503681,87019979,42017350,88736065,0,0,27233965,125149317,193256571,63817034,0,50731861,146037329,0,34983176,52349632,99148791,2994217,7293375,5526,1136,732,1300,1544,975,975,1136,0,0,813,2599,2600,650,0,813,2844,0,732,893,1544,244,244,5,서초구,반포4동
2022,3,R,전통시장,2130299,엔터식스 강남점,CS300028,화초,5384082667,151235,84,17,16,16,14,18,20,13,4,3,41,23,16,15,1,31,70,0,14,37,19,18,12,4496173623,887909044,859820332,877418013,739971890,962554770,1056408618,676725963,211183081,148427644,2231564799,1261976954,883164919,789189810,69758541,1190704707,2707928432,14442198,533237279,1439085985,738221115,702245054,471401511,110362,40873,19893,15941,21663,20846,32019,28883,11990,3134,42643,38695,25070,37060,4633,44689,83383,1499,30519,43463,20846,17031,14714,26,서초구,반포4동
2022,3,R,전통시장,2130299,엔터식스 강남점,CS300027,섬유제품,1128708648,6019,84,16,17,18,17,17,15,16,0,0,2,37,36,25,0,32,68,0,4,8,12,34,43,946599953,182108695,189163032,206732489,189404962,188543452,172756018,178568250,3540445,0,22806367,421956146,406776490,277169645,0,291685469,608398936,0,35383799,67944092,103395749,309904011,383456757,5044,975,856,1090,1004,1061,1033,886,89,0,354,2125,2743,797,0,1564,3364,0,148,266,738,1299,2478,98,서초구,반포4동
2022,3,R,전통시장,2130299,엔터식스 강남점,CS300022,화장품,318393076,15745,69,32,12,12,13,14,17,14,17,0,8,26,31,36,0,25,75,1,18,19,24,23,15,218231201,100161875,39219684,39313341,39765363,45681508,54251305,44756670,55405205,0,24243880,82978812,97546531,113438573,185280,74469175,222184353,3250383,54044379,55847474,70063755,68498736,44948800,10429,5316,1768,1877,1922,2204,2658,2580,2736,0,814,3487,5598,5815,31,3656,11776,365,3859,3135,3150,3040,1883,6,서초구,반포4동
2022,3,R,전통시장,2130299,엔터식스 강남점,CS300018,의약품,1308000000,30432,97,3,18,19,20,20,20,3,1,0,25,31,37,7,0,48,52,0,3,19,21,20,38,1265368443,42631557,237040266,254121810,261132498,258005805,255068064,34162429,8469128,0,323936656,398455944,489769264,95557703,280433,627865853,680134147,910425,38462421,242573202,270298823,255077247,500677882,27759,2673,5349,5820,5537,5736,5317,1750,923,0,7099,8791,10320,4202,20,14058,16374,71,2987,4403,5915,6673,10383,5,서초구,반포4동
2022,3,R,전통시장,2130299,엔터식스 강남점,CS300017,시계및귀금속,3633652,18,51,49,12,39,0,0,0,49,0,0,0,39,49,12,0,0,100,0,0,0,0,0,100,1858252,1775400,437932,1420320,0,0,0,1775400,0,0,0,1420320,1775400,437932,0,0,2213332,0,0,0,0,0,2213332,12,6,6,6,0,0,0,6,0,0,0,6,6,6,0,0,12,0,0,0,0,0,12,4,서초구,반포4동
2022,3,R,전통시장,2130299,엔터식스 강남점,CS300015,가방,68560521,2420,79,21,14,13,16,14,22,8,13,0,1,46,34,20,0,25,75,0,4,11,11,22,54,53953265,14607256,9480475,8727734,11067337,9317721,15359998,5615045,8992211,0,406887,31269294,23070514,13813826,0,15763755,46835865,0,2251182,6643219,6572013,13434325,33698882,1891,529,386,345,386,284,490,305,224,0,20,916,1077,407,0,745,1432,0,126,329,271,394,1057,7,서초구,반포4동
2022,3,R,전통시장,2130299,엔터식스 강남점,CS300011,일반의류,1133528499,38961,67,33,12,12,14,14,15,16,17,0,1,29,33,34,3,26,74,0,15,22,17,22,24,759527578,374000921,134650857,140805136,152481375,156611679,174978531,179912477,194088444,0,11733793,333506085,371025254,382618577,34644790,286208768,807980288,4366670,168052726,237058987,189796531,236585269,258328872,26202,12759,5187,4639,4979,5320,6077,6114,6645,0,455,10999,12079,15295,133,10367,27609,271,8969,9370,5746,7231,6390,65,서초구,반포4동
2022,3,R,전통시장,2130299,엔터식스 강남점,CS300002,편의점,1440737592,434878,69,31,12,12,12,14,19,18,14,2,24,18,19,25,12,55,45,2,31,25,20,15,7,990176502,450561090,177540400,168781571,171604371,197337792,274912368,255544250,195016840,28374156,342295189,263146149,276035209,356834810,174052079,798307711,642429881,24420463,446964455,365918572,285626834,215742711,102064557,292900,141978,50954,48232,50229,59390,84095,80170,61808,5318,106861,80172,87760,107235,47532,230344,204534,8671,148635,109428,76408,63490,28246,11,서초구,반포4동
2022,3,R,전통시장,2130299,엔터식스 강남점,CS300001,슈퍼마켓,3325545971,231351,76,24,15,15,14,15,18,16,8,0,6,23,28,38,5,37,63,0,9,12,21,28,30,2528795921,796750050,501473681,490330614,461492312,494730813,580768501,536034566,260715484,1305042,212310590,748065046,936300835,1266744556,160819902,1200195549,2058815613,10733994,288452506,393902507,688234146,899179546,978508464,177019,54332,35073,34162,32673,34288,40823,35771,18561,107,14426,50769,64957,89505,11587,88097,140854,1193,26367,31115,46657,57956,65663,18,서초구,반포4동
2022,3,R,전통시장,2130299,엔터식스 강남점,CS200028,미용실,688135504,6812,61,39,9,10,12,10,21,22,17,0,3,31,36,31,0,31,69,0,10,23,36,19,12,420262868,267872636,64112834,65233695,79525245,68567889,142823205,149573956,118298680,0,19979878,211211564,244358368,209972774,2612920,214452944,473682560,1771108,65465696,159100224,244256875,133642812,83898789,4370,2442,788,683,858,793,1248,1379,1063,0,310,2087,2221,2179,15,3026,3786,35,1037,1949,1893,1108,790,4,서초구,반포4동
2022,3,R,전통시장,2130299,엔터식스 강남점,CS100010,커피-음료,2461918755,280894,67,33,12,11,13,13,17,18,16,0,10,32,29,27,2,34,67,1,29,30,18,15,8,1645744699,816174056,293625771,281049322,313086346,330421954,427561306,432274705,383899351,168304,251277767,780226592,701175538,671217974,57852580,742899979,1475307354,22309308,634858168,662815374,398277298,320748476,179198709,186122,94772,34351,31271,34797,36474,49229,50811,43961,48,38871,78990,79114,75932,7939,94892,169505,3545,80156,75213,46584,38538,20362,22,서초구,반포4동
2022,3,R,전통시장,2130299,엔터식스 강남점,CS100008,분식전문점,3624690779,297112,68,32,13,11,13,14,18,16,16,1,11,33,16,34,7,44,56,1,25,27,20,18,9,2457192760,1167498019,454672323,414756531,459720485,488882258,639161163,594509255,572988764,16921651,386119010,1203215247,565298246,1213701336,239435289,1481155269,1873301719,37504852,849747306,893263808,682554499,591013498,300373025,205252,91860,36877,34708,36663,40526,56478,50317,41543,2456,50080,83285,48752,88227,24312,133173,152208,4014,74153,66587,56247,55658,28723,21,서초구,반포4동
2022,3,R,전통시장,2130299,엔터식스 강남점,CS100006,패스트푸드점,1832427501,189797,68,32,12,12,12,14,19,18,14,0,14,29,21,29,8,45,55,2,31,25,18,16,9,1253480163,578947338,218220035,211242645,228066764,250912102,345038617,328324196,250623142,1912117,249953305,529952749,378455566,535374550,136779214,771840824,927378468,24764499,521082843,416580236,309740071,270729784,156321857,130325,59472,23473,21477,23297,26060,36018,33129,26343,336,30333,48040,40127,53474,17487,86184,95212,3127,58236,44141,32039,28254,15600,10,서초구,반포4동
2022,3,R,전통시장,2130299,엔터식스 강남점,CS100005,제과점,822814283,107703,68,32,12,12,13,13,18,18,14,1,26,21,19,27,7,36,64,1,26,24,17,18,13,562620908,260193375,102314330,97867814,105521109,107871749,149045906,148459964,111733411,4560611,210916264,175264962,155087098,218584168,58401180,274683898,489416800,9307346,201016322,182530650,133095766,139653251,98497363,74648,33055,13408,12967,13766,14645,19862,18622,14433,713,30648,21311,19488,27752,7791,37843,65072,1665,30139,25170,17011,17336,11595,7,서초구,반포4동
2022,3,R,전통시장,2130299,엔터식스 강남점,CS100004,양식음식점,2794905219,40740,62,38,11,12,12,12,15,20,18,0,1,29,20,41,9,50,50,1,28,33,18,14,8,1740172270,1054732949,319902114,324464651,346552951,338157949,411094605,548600250,506132699,0,36276280,800768869,552433236,1156634652,248792182,1236350706,1236585129,13274050,680820251,813092086,436837912,342746077,186165459,26330,14410,4933,4811,5013,5126,6447,7497,6913,0,1154,13732,8409,15563,1882,16325,21198,305,9798,11836,6954,5638,2992,13,서초구,반포4동
2022,3,R,전통시장,2130299,엔터식스 강남점,CS100003,일식음식점,1003773772,43979,67,33,12,12,13,13,17,16,17,0,0,39,20,41,0,41,59,2,30,23,19,17,9,672056649,331717123,122160874,117689519,130958944,132452728,168794584,165006937,166710186,0,2329320,386764438,200437257,412735711,1507046,376467451,537962731,18126897,271516095,211358549,175896067,154234545,83298029,30340,13639,5479,5274,5831,6012,7744,7044,6595,0,138,16423,9213,18166,39,16742,24619,1013,12750,9274,7695,7019,3614,8,서초구,반포4동
2022,3,R,전통시장,2130299,엔터식스 강남점,CS100002,중식음식점,1839215361,50082,67,33,11,12,13,14,17,17,16,0,0,30,17,41,12,45,55,1,21,27,19,17,15,1231171399,608043962,202225745,216707034,242253879,249758939,320225802,318442731,289601231,0,3928501,554172790,317509246,751288968,212315856,693092809,852524891,18971298,323107619,415256467,293878921,266805012,227598383,34158,15924,6155,6036,6544,6762,8661,7934,7990,0,285,18962,8437,20588,1810,18849,27441,1322,12077,11496,9069,7644,4683,9,서초구,반포4동
2022,3,R,전통시장,2130299,엔터식스 강남점,CS100001,한식음식점,8751700416,339010,71,29,13,13,14,14,17,15,14,0,2,39,17,37,6,45,55,1,17,21,21,22,19,6210915602,2540784814,1119065443,1164845586,1218236414,1216617898,1492150261,1344728251,1196056563,22801294,175891750,3371463664,1464364926,3202024417,515154365,3426206246,4145234210,49041194,1263772928,1574657427,1575320298,1695117598,1413531010,243553,95457,45748,44658,46305,48013,58829,50668,44789,1119,12416,138201,64472,109789,13013,139420,172128,2696,56732,61263,62832,70245,57781,43,서초구,반포4동
2022,2,R,전통시장,2130299,엔터식스 강남점,CS300035,인테리어,398105678,5680,94,6,23,10,18,27,16,6,0,0,5,41,30,24,0,25,75,0,21,25,33,19,3,374492143,23613535,89732173,41555755,70826180,107931755,64446280,23613535,0,0,18722932,163102574,120557670,95722502,0,57388593,168454805,0,46440530,57438785,73521500,42285646,6156940,5286,394,1284,554,1207,1200,1041,394,0,0,482,2162,2084,952,0,958,2564,0,716,796,1044,807,159,5,서초구,반포4동
2022,2,R,전통시장,2130299,엔터식스 강남점,CS300028,화초,9676054513,294703,73,27,16,9,16,13,20,19,8,4,33,18,23,20,3,31,69,1,25,36,18,12,9,7066052357,2610002156,1514100939,846348214,1557452057,1216541255,1931609892,1871392738,738609418,342593455,3166272017,1763456384,2230875389,1910731378,262125890,2135992876,4692478515,94419275,1675210469,2429669518,1225585340,824964225,578622566,185568,109135,27794,29293,38966,36106,53409,70849,38286,5722,65261,58177,61312,91833,12398,84883,178893,6676,78342,86381,42510,29293,20573,26,서초구,반포4동
